no,응답값,코딩값-1,코딩값-2,코딩값-3,코딩 숫자화-1,코딩 숫자화-2,코딩 숫자화-3
7353,부드러운맛때문에,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,,,112,,
7354,맛과 향이 띄어나서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,향이 좋다,,107,204,
7355,시원한 느낌,시원하다,,,2,,
7356,맥주의 특이한 향 때문에 좋아한다,향이 독특하다,,,202,,
7357,필리핀 여행중 먹어봤는데 맛이 너무 좋아서 그때부터 좋아하게 돠었다.,여행에서 마신 기억/추억이 깃든 상표다,,,617,,
7358,칼로리가 부담되는데 저칼로리 맥주라서,칼로리가 적다/다이어트에 좋다,,,46,,
7359,"목넘김이 부드럽고, 시원하고 여성스러운 병 디자인이 좋다",목 넘김이 부드럽다 ,맛이 시원하다/맛이 상쾌하다/청량감이 있다,여성 취향의 디자인이다,171,103,160
7360,"시원한 청량감때문에,거품도 많이 없어서 좋다",맛이 시원하다/맛이 상쾌하다/청량감이 있다,맛이 시원하다/맛이 상쾌하다/청량감이 있다,거품이 없다,103,103,483
7361,맛있어요 시원함 주위에서 자주살수있어요,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,맛이 시원하다/맛이 상쾌하다/청량감이 있다,구입이 용이하다,107,103,21
7362,강렳ㅁ,강하다,,,26,,
7363,다른 것은 영어로만 되있는데 반해 삿포로는 별모양으로 눈에 띄어서..,별 모양이 시선을 끈다,,,689,,
7364,가격이 싸고 오래동안 먹어와서 익숙하다,가격이 저렴하다 ,친근하다/오랫동안 마셔 와 익숙하다/맛이 익숙하다,,11,3,
7365,병맥으로 먹기가 간편하고 가격대도 적당하고 깔끔해서,병이라 마시기 편하다/병째 마시기 편하다,가격이 합리적이다,깔끔하다,17,451,1
7366,맛이 연하고 맛있다,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,112,107,
7367,맛이좋다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7368,맛이 좋아욤~,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7369,다른 맥주보다 도수가 높고 탄산이 풍부해서,도수가 높다/빨리 취해서 좋다,탄산이 풍부하다,,610,61,
7370,생맥주가 맛있어요  맥주가 맛있다고 느낀 첫 맥주여서 기억에 많이 남아요  ,생맥주와 비슷한 맛이다/생맥주의 맛이 좋다,,,59,,
7371,맛있어서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7372,부드러움,부드럽다,,,14,,
7373,싸이가 광고해서^^,광고 모델이 좋다 ,,,303,,
7374,"그냥 이름이 많이 알려져서,,",유명하다/인지도가 높다,,,24,,
7375,다른맥주보다 깔끔함,깔끔하다,,,1,,
7376,지인들이 즐겨먹는 맥주라서 좋아합니다.,가족/주변인이 자주 구매한다,,,623,,
7377,다른 맥주보다 톡쏘며 진하다.,톡 쏘는 맛이 있다,맛이 진하다/강하다/맛이 거칠다/맛이 싱겁지 않다/맛이 타이트하다,,104,115,
7378,"거품이 풍부하고 부드러우며, 광고또한 매우 매력적이어서 끌립니다.",거품이 많다/거품이 풍부하다/거품 맛이 진하다,거품이 부드럽다,광고가 좋다/광고 이미지가 좋다,67,183,301
7379,흑맥주인데 쓴 맛이 크게 안나고 값이 쌈,쓴 맛이 덜 하다,가격이 저렴하다 ,,119,11,
7380,부드럽다,부드럽다,,,14,,
7381,카스를 마셨을 때 다른맥주와는 다르게 톡쏘는 맛과 갈증을 해소하는 시원함이 좋아요~  맛ㄷ 다른것보다 맛있는 듯^^,톡 쏘는 맛이 있다,갈증해소에 좋다,맛이 시원하다/맛이 상쾌하다/청량감이 있다,104,604,103
7382,부드럽다,부드럽다,,,14,,
7383,목넘김이 부드럽고   편의점에서 쉽게 구할수 있는 일본 맥주여서,목 넘김이 부드럽다 ,구입이 용이하다,일본 브랜드이다/일본 전통주다,171,21,365
7384,맛이 부드러워서 잘넘어간다,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,목 넘김이 좋다 ,,112,173,
7385,친근함,친근하다/오랫동안 마셔 와 익숙하다/맛이 익숙하다,,,3,,
7386,익숙해짐?,친근하다/오랫동안 마셔 와 익숙하다/맛이 익숙하다,,,3,,
7387,가장 대중적이고 부담없이 즐길 수 있어서,대중적/보편적이다,가볍게/무난하게/부담 없이 마실 수 있다,,22,601,
7388,너무 톡 쏘지 않아서 좋다,톡 쏘지 않아 좋다/톡 쏘는 맛이 지나치지 않다,,,121,,
7389,상큼한 레몬향으로 거부감이 없고 좋다,레몬 향이 상큼함을 준다 ,,,203,,
7390,톡쏘는맛이 좋습니다. 다른맥주보다 맛이 진합니다.,톡 쏘는 맛이 있다,맛이 진하다/강하다/맛이 거칠다/맛이 싱겁지 않다/맛이 타이트하다,,104,115,
7391,맛잇다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7392,톡 쏘는 맛이 좋아서...,톡 쏘는 맛이 있다,,,104,,
7393,처음 마실때부터 마셔왔다.,처음 마셔본 맥주이다,,,631,,
7394,풍미,풍미가 좋다,,,533,,
7395,4,불량응답,,,0,,
7396,톡쏘는 맛이 시원함.,톡 쏘는 맛이 있다,맛이 시원하다/맛이 상쾌하다/청량감이 있다,,104,103,
7397,맛이 확연히 차이나고 습관적으로 이걸 마시게 됨,맛이 독특하다/맛이 차별화됐다,친근하다/오랫동안 마셔 와 익숙하다/맛이 익숙하다,,117,3,
7398,무난해서  ,무난하다,,,23,,
7399,맥주를 먹었을 때 깔끔하고 부드러운 맛때문에 좋아함,맛이 깔끔하다,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,,102,112,
7400,끝맛이 깔끔해서,뒷맛이 깔끔하다,,,153,,
7401,이미지랑 잘 어울린다,브랜드 명이 맥주와 잘 어울린다/상표가 맥주와 잘 어울린다,,,522,,
7402,중국에서 유학하던시절에 자주접해서 마시던 버릇이 있었음  가격도 저렴하고 맛도 뛰어남,친근하다/오랫동안 마셔 와 익숙하다/맛이 익숙하다,가격이 저렴하다 ,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,3,11,107
7403,맥주맛,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7404,목넘김이나 맛이 좋기 때문에,목 넘김이 좋다 ,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,173,107,
7405,맛이 상큼합니다.,맛이 산뜻하다/맛이 상큼하다,,,118,,
7406,탁쏘는 맛이 적당하고 순하지도 너무 강하지도 않은 알콜 맛과 시원함,톡 쏘는 맛이 있다,도수가 적당하다/알코올 맛이 적당하다,맛이 시원하다/맛이 상쾌하다/청량감이 있다,104,608,103
7407,마시던 맥주리서,친근하다/오랫동안 마셔 와 익숙하다/맛이 익숙하다,,,3,,
7408,하이네켄의 향이 좋으며 목넘김이 좋음.,향이 좋다,목 넘김이 좋다 ,,204,173,
7409,맛이 군더더기 없이 아주 깔끔하고 맥주 본연의 맛을 가지고 있다.  ,맛이 깔끔하다,맥주 기본/특유의 맛이 잘 살아있다,,102,54,
7410,맛이 좋아서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7411,맥주 맛이 부드럽다,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,,,112,,
7412,보리맥주라서 의사선생님이 추천해주심  부드럽고 깊은 맛,보리100%/보리로 만들었다,주변에서 추천하는 맥주다,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,706,179,112
7413,맛이좋다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7414,순해서,순하다,,,39,,
7415,"맥주맛이 깔끔하고 취향에 따 맞음, 가격은 그리 매력적이지 않지만 가격보다도 맛이 정말 좋음",맛이 깔끔하다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,102,107,
7416,순한 맛이 좋음,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,,,112,,
7417,맥주가 부드러워 좋다,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,,,112,,
7418,엔젤링  맛  광고효과  시원함  산뜻함,엔젤링,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,광고가 좋다/광고 이미지가 좋다,581,107,301
7419,맛이 깨끗하다,맛이 깔끔하다,,,102,,
7420,맛이 좋아서.,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7421,방송광고에서 많이 봤기 때문에 친근한 느낌이 들기 때문입니다.,광고를 많이 한다,광고가 친근하다,,302,401,
7422,목넘김이 좋다...,목 넘김이 좋다 ,,,173,,
7423,"목넘김이 부드럽고, 고급스러움",목 넘김이 부드럽다 ,맛이 고급스럽다,,171,64,
7424,광고가 너무 좋고 가격대비 맛이 좋아서,광고가 좋다/광고 이미지가 좋다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,301,107,
7425,맛있어서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7426,깔끔하다,깔끔하다,,,1,,
7427,국산맥주중에서 그나마 맛과 향이 풍부함.,맛이 풍부하다/맛이 깊다,향이 강하다/향이 풍부하다/향이 진하다/향이 깊다,,70,205,
7428,맛이 깔끔한것 같고 레몬이나 라임 넣어서 먹으면 맛있다,맛이 깔끔하다,레몬을 넣어 마시면 좋다/레몬과 잘 어울린다,라임을 넣어 마시면 좋다,102,195,197
7429,"보리 맛이 강하지 않아 자극적이지 않고  거품이 쉽게 빠지지 않아, 탄산을 잘 유지시켜주고  호가든 특유의 부드러움이 있음",보리 맛이 덜하다,거품이 오래간다,탄산이 오래 유지된다 ,492,526,493
7430,산토리 생맥주를 먹은적이 있는데 맛있어서  기억에 남고 좋아합니다.,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7431,맛이 부드럽고 끝이 진해서,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,뒷맛이 강하다,,112,507,
7432,맛있음. 깔끔함. 맥주같지 않음,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,맛이 깔끔하다,맛이 독특하다/맛이 차별화됐다,107,102,117
7433,술을먹을때 이자까야와 참치를 자주 먹으러 가는데   안주와 잘 어울리고 목넘김이 좋고 맛있다,어떤 안주에도 잘 어울린다,목 넘김이 좋다 ,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,650,173,107
7434,최근에 나와서 마시기 시작했는데 뭔가 이름도 괜찮고  맛있다고들하는데 나도 목넘김이 부드러운 느낌이 든다  호가든 같달까.  게다가 맛이 괜찮은데도 국내꺼라서 애음한다,새로 나온 브랜드이다,브랜드 명이 예쁘다/브랜드 명이 좋다/상표가 매력적이다/상표가 귀엽다/브랜드 어감이 좋다,목 넘김이 부드럽다 ,372,370,171
7435,이미지가 좋아서,느낌이 좋다,,,9,,
7436,보통 우리나라 맥주는 순한데 이제품은 내게 잘맞음,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,112,107,
7437,맥주가 맛있어서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7438,가격 대비 저렴하기 때문에,가격이 저렴하다 ,,,11,,
7439,순하고 부드럽다 목넘김이 좋다,순하다,부드럽다,목 넘김이 좋다 ,39,14,173
7440,진하면서 부드러운 맛이 좋고 디자인 자체가 마음에 든다,맛이 진하다/강하다/맛이 거칠다/맛이 싱겁지 않다/맛이 타이트하다,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,디자인이 좋다,115,112,254
7441,다른말이 필요없다. 너무 맛있다.,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7442,부드럽고 목넘김이 좋다,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,목 넘김이 좋다 ,,112,173,
7443,"맥주맛이 구수하고 깊은 정통맥주의 맛이 나서, 비릿한 국내맥주와 비교가 안된다.",맛이 고소하다,맛이 풍부하다/맛이 깊다,맛이 전통이 있다/변함없는 맛이다,116,70,105
7444,맛이 달고 부드럽다,달콤하다/꿀맛이 난다,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,,108,112,
7445,국산맥주중에서는 제일 깔끔하고 맛있다.  아무래도 국산맥주를 주로 마시게 되는데  그 중에서도 거의 d만 마시게 된다.  d를 처음에 마시고 맥스같은걸 먹으면 밍밍해서 안된다.  ,맛이 깔끔하다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,국산 브랜드이다,102,107,371
7446,맛이 나에게 맞는다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7447,고급스러움,고급스럽다,,,15,,
7448,저렴한 가격에다 맛이 좋다,가격이 저렴하다 ,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,11,107,
7449,목넘김이 부드럽고 시원하고 무난하게 먹을수 있다,목 넘김이 부드럽다 ,맛이 시원하다/맛이 상쾌하다/청량감이 있다,맛이 무난하다,171,103,58
7450,보리맛이 진하고 강해서 좋아함. 국내산이고 저렴함,보리 맛이 진하다,국산 브랜드이다,가격이 저렴하다 ,62,371,11
7451,톡소는맛이 좋아서,톡 쏘는 맛이 있다,,,104,,
7452,맛이 진해서,맛이 진하다/강하다/맛이 거칠다/맛이 싱겁지 않다/맛이 타이트하다,,,115,,
7453,목넘김이 좋았으며 출시부터 지속적으로 먹어왔음,목 넘김이 좋다 ,친근하다/오랫동안 마셔 와 익숙하다/맛이 익숙하다,,173,3,
7454,맛이 상쾌하다,맛이 산뜻하다/맛이 상큼하다,,,118,,
7455,"여러가지 마셔본 결과 입맛에 가장 잘 맞는거 같음..  맥주 특유의 노린내도 덜하고,,톡 쏘는 맛도 적당하고..  가장 깔끔한거 같음..",맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,맥주 따를 때 향이 없다/맥주 향이 없어 좋다/맥주의 누린내가 없다,톡 쏘는 맛이 있다,107,206,104
7456,술집에서 자주 보이는 맥주다보니,구입이 용이하다,,,21,,
7457,맛있다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7458,"맛, 풍미가 좋음",맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,풍미가 좋다,,107,533,
7459,한국 맥주에서 경험할 수 없는 깊은 맛이 있다.,맛이 풍부하다/맛이 깊다,,,70,,
7460,목넘김이 부드러움,목 넘김이 부드럽다 ,,,171,,
7461,부드럽고순하다,부드럽다,순하다,,14,39,
7462,맛,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7463,맛이 좋아서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7464,맛있어서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7465,"다른 맥주보다 쓴 맛이 덜해서 목넘김이 좋음, 가격이 저렴함.",쓴 맛이 덜 하다,목 넘김이 좋다 ,가격이 저렴하다 ,119,173,11
7466,입맛에 맞는다.,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7467,깔끔한 맛,맛이 깔끔하다,,,102,,
7468,시원하고 청량감이 좋다,맛이 시원하다/맛이 상쾌하다/청량감이 있다,맛이 시원하다/맛이 상쾌하다/청량감이 있다,,103,103,
7469,별 모양이라서 귀엽고 노란색이라서 눈에 잘 띈다,상표의 색이 효모를 뜻하는 느낌이다,색상이 눈에 띈다/선명하다,,793,289,
7470,목넘김이 좋음,목 넘김이 좋다 ,,,173,,
7471,상표가 맛이랑 연관성이 많고 일단 맛은 좋다,광고를 보면 마시고 싶다/광고가 맛있을 것 같이 느껴진다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,407,107,
7472,맛있어서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7473,맥주 특유의 탄산맛이 좋고 끝맛이 깔끔하여 은은한 맛이 있다.,탄산 맛이 독특하다,뒷맛이 깔끔하다,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,872,153,112
7474,있어보여서,고급스럽다,,,15,,
7475,맛이 좋아서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
7476,맛이 부드럽고 고소하다. 마실 때 부담이 없다.,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,맛이 고소하다,가볍게/무난하게/부담 없이 마실 수 있다,112,116,601
7477,"맛있어요.탄산도 적당하고,내입맛에 맞음",맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,탄산이 적당하다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,107,110,107
7478,맛- 비교적 신맛이 안나고 고소함,신맛이 강하지 않아 좋다,맛이 고소하다,,86,116,
